reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
bab63222-71d2-499d-8c87-978ec62d7eed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kok nomor hp nggak bisa di cek ya bos,1,0,3.37.1,2025-07-10 08:04:40,"Halo, Kak. Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala yang Kakak alami melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-10 10:49:16,3.37.1
73336b4e-6bd8-4319-a66f-d3da03756e61,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,penipu,1,0,3.37.1,2025-07-10 07:31:00,"Halo, Kak. Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala yang Kakak alami melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-10 10:47:45,3.37.1
197d8157-1d20-48fa-9d7b-20201c097af7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,worth it banget parah,5,0,3.37.1,2025-07-10 06:29:18,,,3.37.1
32bc7db0-76e2-4dda-9e35-58dae01fabb2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,transfer cepat... Ok pokoknya,5,0,3.37.1,2025-07-10 05:21:14,,,3.37.1
526c3b73-8378-470c-8c56-4922ca779df3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu,5,0,3.37.1,2025-07-10 05:19:51,,,3.37.1
707a06d8-9be6-459d-8d4f-c6d1263ae3ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Min, kenapa setelah update, skrng ada biaya admin saat transfer Rekening Bank (dari CIMB ke DANAMON VA)????? Biasanya tidak dikenakan biaya admin, HANYA kode unik saja????",3,0,3.37.1,2025-07-10 04:00:46,"Halo, Kak. Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala yang Kakak alami melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-10 10:44:20,3.37.1
03c1bbf4-af5a-45ce-ac00-0ee506e6dac7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sudah hemat sampe sejutaan, keren aplikasi ini, coba buat saldo flip bisa di topup via qris dong min",5,0,,2025-07-10 03:44:32,,,
abf3478f-6c2c-49a0-b1b8-10bae51547e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tidak bisa refund, harus masukin nomor rekening pengirim, padahal saya kirimnya lewat saldo lazada gk ada nomor rekening. mana chatnya tidak membantu lagi",4,0,3.32.1,2025-07-10 03:32:33,"Halo, Kak Yuyun Saraswati

Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala transfer gratis yang Kakak alami melalui chat bantuan di aplikasi Flip, dengan subjek: Keluhan Google Play Store {nama di Google Play Store} agar dapat segera kami cek ya.",2025-04-26 19:33:27,3.32.1
acfef17a-3a09-4892-9e75-00e8b3b1476a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,3.37.1,2025-07-10 03:15:04,,,3.37.1
5383e447-20a0-440b-b336-6d4a18d71d33,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sgt bntu bngt utk mghmt biaya tf antar bnk. thnk you apalgi skrg ad tmbhn menu cashback shopee,4,0,,2025-07-10 02:28:32,,,
9141760e-3503-4e77-b36a-e8c883f94ffe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bermanfaat sekali..semoga makin berkah,5,0,3.37.1,2025-07-10 01:55:38,,,3.37.1
e2e8f962-dfcb-47fb-99c4-69aebc3f1be6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Akun flip Ai Sumiati Kita top up kok belum di proses proses juga ini.. Kok layanan flip Bisa seperti ini.. atau jika Dana kami belum di proses akan kami Koar koar di Sosmed atau Di Forum Forum Atas PELAYANAN FLIP INI,1,0,,2025-07-09 18:28:31,"Halo, Kak. Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala transaksi top up yang Kakak alami melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-10 10:09:48,
a35e2906-7260-4fe4-a297-5182fdc1baf2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"jelek deh delay, bad pelayanan beli paket data jam 8 jam malem segini belom juga aneh banget kesel katanya refund bisa sejam ditunggu 2 jam sampeeeeee dininhari jam 01.11 belok juga buseeeeeet bang lamaaaa",1,0,3.37.1,2025-07-09 18:11:41,"Halo, Kak. Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala transaksi yang Kakak alami melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-10 10:12:18,3.37.1
36687a89-6628-4ad5-8d05-5626413aaef3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu,5,0,3.37.1,2025-07-09 16:26:01,,,3.37.1
3ac71b91-71e9-4ff1-b8e9-bcc3f4a8a827,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya sangat rekomendasikan pakai flip. masalah kendala transaksi insya Allah aman. sangat membantu sekali. terima kasih flip. semoga semua orang-orang yg bekerja di bawah perusahaan flip di berkahi harta dan diberi kesehatan serta di jauhkan dari segala bentuk bahaya. terima kasih flip sudah menjadi kepercayaan saya dalam mentransaksi uang dengan jumlah kecil maupun besar.,5,0,3.37.1,2025-07-09 14:39:13,,,3.37.1
8070aaeb-ee87-442d-9fd6-d2daf7ebc0a3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,topup ind*m*rt sudah gk gratis admin lagi. auto pindah sebelah...,4,0,,2025-07-09 13:02:26,,,
cc538e04-f627-42f1-9c8a-8fba9b8e3a52,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi e wallet termurah, beli apa aja murah.. recomnd banget dah ketimbang aplikasi serupa yg mirip mirip",5,0,,2025-07-09 12:23:05,,,
5bfd3f4a-2480-494f-92cb-a4c779c485b8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cepat dan praktis,5,0,3.37.1,2025-07-09 10:51:48,,,3.37.1
e7e4a93d-5295-4629-a23a-57bd26eea9f4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terimakasih banyak Flip masalah saya sudah teratasi dan terimakasih banyak kepada customer suportnya sudah membantu utk menyelesaikan.,5,0,,2025-07-09 10:48:41,"Halo, Kak Awallun Boni.

Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala top up yang Kakak alami melalui chat bantuan di aplikasi Flip, dengan subjek: Keluhan Google Play Store {Awallun Boni} agar dapat segera kami cek ya.",2025-07-03 06:52:30,
486d8ffb-135b-409e-b889-9d38534d8dd5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"percuma buat laporan di aplikasi dan Instagram flip , jawabannya tidak memberikan hasil. yg jawab isi ny AI semua, mending jgn pake aplikasi ini mending uninstall saja aplikasi ini.",1,0,3.34.0,2025-07-09 10:12:04,"Halo, Kak Darma Store. Maaf atas ketidaknyamanan yang dialami ya. Saran kakak sangat berarti bagi kami untuk terus memberikan pelayanan yang terbaik demi kenyamanan Kakak bertransaksi di Flip. Terima kasih.",2025-07-09 10:35:38,3.34.0
764e5992-488a-4774-a227-337b78f863e2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sudah pake dari tahun 2020, performa gapernah jelek mantap smoga makin lancar flip 😇",5,0,,2025-07-09 08:11:06,,,
46439e06-b7df-4cdf-a4bb-9b695e00458f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Alhamdulillah selama ini sangat membantu,trima kasih🙏",5,0,3.37.1,2025-07-09 08:01:56,,,3.37.1
5bbda0cb-d053-45d7-850f-9c5b79de3345,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu trimksh,4,0,3.37.1,2025-07-09 07:33:17,,,3.37.1
0bcef914-98a7-4058-8292-9ab647f81a1f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"flip akhir-akhir ini kenapa selalu perbaikan terus ya, saya sudah mengganti pin begitu dipakai transaksi salah Mulu dan malah ke blokir terus menghubungi cs jawaban nya ngga sesuai saya malah di minta kirim KTP, foto Selfi untuk apa coba tolong dong sistem nya di perbaiki masih ada saldo saya yg ke tahan di flip karena ngga bisa transaksi",1,0,,2025-07-09 04:59:45,"Halo, Kak Epon Widianingsih. Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala login akun yang Kakak alami melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-09 09:40:19,
17048ab7-cce6-4fd2-8132-50a1e850fc29,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi dzolimin,1,0,3.37.1,2025-07-09 02:37:05,"Halo, Kak Najmah Fayruz. Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala yang Kakak alami melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-09 07:18:32,3.37.1
3c20d4c8-fe02-4be9-bfb0-f3246cd90c93,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"hingga hari ini, mantap.",5,0,3.37.1,2025-07-09 02:15:15,,,3.37.1
fe0ade73-ea47-413b-b3c3-6cf4e37858a8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,membantu banget,5,0,3.37.1,2025-07-09 02:07:50,,,3.37.1
0235574d-a0a4-471d-8d44-431e0d51ea84,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi bagus,5,0,3.35.0,2025-07-08 22:46:39,,,3.35.0
59a703e7-0bf7-4152-b99a-017c4b6d6867,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke,2,0,,2025-07-08 18:00:19,"Halo, Kak Ari Barno. Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala yang Kakak alami melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-09 02:17:51,
83dbde2b-85d7-4def-a393-99129750e888,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sudah flip aladin kok masih kena biaya tf kata nya 100x kl flip aladin... gmana coba itu,1,0,,2025-07-08 14:09:29,"Halo, Kak Theodorus Arnold. Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala transfer yang dialami melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-09 02:12:57,
b9593029-94eb-4338-8b07-7211d75dabc9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cepat dan mantap,5,0,3.37.1,2025-07-08 13:59:58,,,3.37.1
5d09548f-7746-4b10-af5e-e1a66a02dc7c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus untuk transfer ke berbagai bank dengan biaya admin yang sedikit bahkan lebih kecil biaya admin nya daripada akun brimo ke contoh mau transfer ke bank mandiri kalau dibrimo kan biaya nah 2.500 sedangkan di apk filp ini kadang gratis kadang 500rp tapi itu juga bisa dipotong dengan koin jadii apk yang perfect untuk transfer ke berbagai bank dan juga ke dompet digital, gue juga bingung baca komennya banyak bet yang ngeluh padahal fine2 aja,",5,0,,2025-07-08 13:39:11,,,
afde7dd9-c11c-4d25-b047-74f00a2e05c4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tetap ada adminnya, ga benar2 gratis. tapi lumayan. thanks 👍🏻",4,0,3.37.1,2025-07-08 12:16:09,,,3.37.1
d561b304-26b3-4b23-8b2f-76da00d08182,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best lah,5,0,3.37.1,2025-07-08 12:07:09,,,3.37.1
1186c704-543d-428a-ac8b-af5b6aaba839,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi terbaik untuk keuangan. Top terbaiklah 🔥🔥🔥,5,0,,2025-07-08 10:36:42,,,
f625bc0a-ab0a-48c4-b992-7105ed458fb1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,semenjak aplikasi terbaru koin flip tidak muncul,1,0,3.37.1,2025-07-08 10:04:22,"Halo, Kak Roni Roni. Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala koin Flip yang tidak muncul melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-08 14:28:51,3.37.1
cf80c0d5-71c9-4e97-af8d-462f1f834c56,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi Flip sangat membantu, tapi di tablet tampilannya masih seperti versi HP. Ukuran font dan ikon jadi kecil, kurang nyaman dilihat. Selain itu, tidak mendukung rotasi layar (landscape), jadi harus pakai mode potret terus. Semoga ke depannya Flip bisa lebih dioptimalkan untuk pengguna tablet. Terima kasih.",3,1,3.37.1,2025-07-08 09:19:36,"Halo, Kak Redho Eka

Maaf atas ketidaknyamanan ketika melakukan transaksi di Flip ya. Saran kakak sangat berarti bagi kami untuk terus memberikan pelayanan yang terbaik demi kenyamanan Kakak bertransaksi di Flip.

Terima kasih.",2025-07-08 09:35:46,3.37.1
b86ff44f-336f-4c9d-98d2-3d6004b86a55,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi yang sangat mudah dan terbaik dengan segala service nya yang cepat dan aman saya sangat senang dengan flip dengan transfer ke berbagai bank dengan baik dan jika ada masalah cepat di tanggapi dan di respon terima kasih flip semoga selalu berjaya 🙏,5,1,3.37.1,2025-07-08 09:12:49,,,3.37.1
825fe61b-5907-4b85-98cb-f8c1fca05dff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,udah kirim saldo buat TF malah gak bisa saldo gua ilangg,1,0,3.37.1,2025-07-08 08:53:36,"Halo, Kak Dian Setiyo budi

Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala top up yang Kakak alami melalui chat bantuan di aplikasi Flip, dengan subjek: Keluhan Google Play Store {Dian Setiyo budi} agar dapat segera kami cek ya.",2025-07-08 09:31:40,3.37.1
c2ad9008-5418-4d5c-8ee1-132424624bc2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-07-08 08:15:58,,,
9d8a6f45-fa49-4ef9-b7ea-7dd722f895fe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss sekali apk. mudah utk TF uang ke semua bank,5,0,3.32.1,2025-07-08 07:23:19,,,3.32.1
5ff5770b-dd45-46b2-b57c-7dbd01d85ec8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tujuannya make supaya bisa hemat ngirim uang ke bank lain, tapi pas ngirim malah ketahan blom ke proses dan disuruh tunggu 1x24jam?? Butuh uangnya sekarang tapi disuruh tunggu seharian. Nanya ke customer service juga full AI gaada yg chat interaktifnya berasa ngomong ama tembok, gaada jalan keluarnya.",1,0,3.37.1,2025-07-08 07:06:22,"Halo, Kak Dhiimika Wibowo.

Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala transfer gratis yang Kakak alami melalui chat bantuan di aplikasi Flip ya. Tim kami siap membantu.",2025-07-08 07:51:04,3.37.1
e6f0842b-3cd1-4689-a86e-c06c105773d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Super Bagus,5,0,3.35.0,2025-07-08 04:46:12,,,3.35.0
73ba169b-8527-4fe3-a454-b48fec81699c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,3.37.1,2025-07-08 03:07:19,,,3.37.1
98bb36f8-f3cf-41f1-af85-c90de3146ec4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,flip mantab,5,0,3.37.1,2025-07-08 02:52:56,,,3.37.1
4cc1c76e-487b-4637-9c9e-b41aa69c8848,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,2025-07-08 02:45:43,,,
